Drug,tdc-lipophilicity_astrazeneca,tdc-solubility_aqsoldb,tdc-hydrationfreeenergy_freesolv,tdc-caco2_wang,tdc-vdss_lombardo,tdc-b3db_regression,tdc-ppbr_az,tdc-half_life_obach,tdc-clearance_hepatocyte_az,tdc-clearance_microsome_az
Cc1ccc(NC(=O)c2ccc(CN3CC[NH+](C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,,,3.9,,,,,
Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,,,,,0.27,,,,,
Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1,,,,,0.43,,,,,
Cc1ccc(Sc2ccccc2N2CC[NH2+]CC2)c(C)c1,,,,,35.3,,,,,
Cc1cccc(C(C)c2cnc[nH]2)c1C,,,,,1.6,,,,,
Cc1cccc(C)c1NC(=O)C1CCCC[NH+]1C,,,,,0.95,,,,,
Cc1cccc(C)c1NC(=O)NCCC[NH2+]C(C)C,,,,,1.4,,,,,
Cc1cccc(C)c1OCC(C)[NH3+],,,,,5.9,,,,,
Cc1cccc(Cl)c1C(=O)NC(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)[O-],,,,,0.3,,,,,
Cc1cccc(N2CC(CO)OC2=O)c1,,,,,1.5,,,1.6,,
Cc1cccc(Nc2ccncc2S(=O)(=O)[N-]C(=O)NC(C)C)c1,,,,,0.21,,,,,
Cc1ccccc1OCC(O)C[NH2+]CCOc1ccc(C(N)=O)cc1,,,,,4.0,,,,,
Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)[O-])c2)cc1,,,,,0.1,,,,,
Cc1ccsc1C(=CCC[NH+]1CCCC(C(=O)[O-])C1)c1sccc1C,,,,,1.1,,,,,
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,,,,,0.67,,,,,
Cc1cn(C2CC(N=[N+]=N)C(CO)O2)c(=O)[nH]c1=O,,,,,1.8,,,,,
Cc1cnc([N-]C(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)s1,,,,,0.15,,,,,
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])s3)ccc2[nH]1,,,,,6.57,,,,,
Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,,,,,0.76,,,,,
Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,,,,,1.1,,,,,
Cc1nc2sccn2c(=O)c1CC[NH+]1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,,,,1.41,,,,,
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,,,,,1.16,,,,,
Cc1ncc([N+](=O)[O-])n1CC(O)CN1CCOCC1,,,,,0.75,,,,,
Cc1nnc(C(C)C)n1C1CC2CCC(C1)[NH+]2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,,,,,2.3,,,,,
Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(O)c4ccccc4)C3SC2)s1,,,,,0.13,,,,,
Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1,,,,,0.13,,,,,
Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,,,,,0.12,,,,,
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,,,,,0.75,,,4.8,,
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],,,,,0.11,,,,,
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],,,,,0.19,,,,,
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],,,,,0.19,,,,,
Clc1ccc2nsnc2c1NC1=[NH+]CCN1,,,,,2.4,,,,,
Clc1cccc(Cl)c1NC1=[NH+]CCN1,,,,,3.3,,,,,
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,,,,,1.03,,,,,
Cn1c(=O)c2nc[nH]c2n(C)c1=O,,,,,0.51,,,7.2,4.375,4.79
Cn1c(CNc2ccc(C(N)=[NH2+])cc2)nc2cc(C(=O)N(CCC(=O)[O-])c3ccccn3)ccc21,,,,,0.85,,,,,
Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],,,,,0.64,,,,,
Cn1c(N)c(NC(=O)NCC[NH3+])c[n+]1CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)/C(=N/OC(C)(C)C(=O)[O-])c3nsc(N)n3)C2SC1,,,,,0.17,,,,,
Cn1cc(NC(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4ccc5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c5c4)n(C)c3)n(C)c2)cc1C(=O)Nc1cc(C(=O)Nc2ccc3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c3c2)n(C)c1,,,,,0.27,,,,,
Cn1nc(C(=O)NC2CC3CCCC(C2)[NH+]3C)c2ccccc21,,,,,3.7,,,,,
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,,,,,0.91,,,,,
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/OCC(=O)O)c3cc[nH]n3)[C@H]2SC1,,,,,0.22,,,,,
Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,,,,,0.16,,,,,
N#CC(CCN1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1,,,,,4.7,,,,,
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,,,,,0.21,,,,,
N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,,,,,1.8,,,,,
N#CC1CCCN1C(=O)C[NH2+]C12CC3CC(CC(O)(C3)C1)C2,,,,,1.03,,,,,
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,,,,,0.8,,,,,
N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)C(Cc1ccccc1)CN2Cc1cnc[nH]1,,,,,0.84,,,,,
N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,,,,,1.7,,,,,
N=C(N)N[C@@H](CS)C(=O)O,,,,,0.25,,,,,
NC(=O)C(c1ccccc1)(c1ccccc1)C1CC[NH+](CCc2ccc3c(c2)CCO3)C1,,,,,2.6,,,,,
NC(=O)C1CCC2CN1C(=O)N2OS(=O)(=O)[O-],,,,,0.24,,,,,
NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)C[NH3+])CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCC[NH3+])C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,,,,,0.24,,,,,
NC(=O)CN1CC(O)CC1=O,,,,,0.55,,,7.5,,
NC(=O)OCC1C(NC(=O)/C(=N/OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],,,,,0.18,,,,,
NC(=O)c1cccc(N)c1,,,,,1.9,,,,,
NC(=O)c1csc(C2OC(CO)C(O)C2O)n1,,,,,1.1,,,,,
NC(=S)N/N=C/c1ncccc1N,,,,,0.41,,,,,
NC(=[NH2+])N/N=C1\CCc2c(C(N)=[NH2+])cccc21,,,,,20.0,,,,,
NC(=[NH2+])N1CCCC(CNC(=O)CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)[O-])C2CC2)C1,,,,,0.36,,,,,
NC(=[NH2+])NC(=O)Cc1c(Cl)cccc1Cl,,,,,5.6,,,,,
NC(=[NH2+])NCCCCC1NC(=O)CCSSCC(C(N)=O)NC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(=O)[O-])NC(=O)CNC1=O,,,,,0.17,,,,,
NC(=[NH2+])NCCCNC(=O)C1CCCCN1C(=O)C(CC1CCCCC1)[NH2+]CC(=O)[O-],,,,,0.26,,,,,
NC(=[NH2+])c1ccc(C(=O)NC(Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)[O-])CC2)cc1,,,,,0.29,,,,,
NC(=[NH2+])c1ccc(CNC(=O)C2CCN2C(=O)C([NH2+]CC(=O)[O-])C2CCCCC2)cc1,,,,,0.23,,,,,
NC(=[NH2+])c1ccc(OCCCCCOc2ccc(C(N)=[NH2+])cc2)cc1,,,,,53.0,,,,,
NC1CC(NC(=O)C(O)CC[NH3+])C(OC2OC(CO)C(O)C([NH3+])C2O)C(O)C1OC1OC(C[NH3+])C(O)C(O)C1O,,,,,0.16,,,,,
NC1CC([NH3+])C(OC2OC(C[NH3+])C(O)C(O)C2N)C(OC2OC(CO)C(O)C2O)C1O,,,,,0.25,,,,,
NC1CC([NH3+])C(OC2OC(C[NH3+])C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,,,,,0.26,,,,,
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C([NH3+])C3O)C2O)C([NH3+])CC1O,,,,,0.23,,,,,
NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,,,,,0.12,,,,,
NS(=O)(=O)c1cc(C(=O)[O-])cc(N2CCCC2)c1Oc1ccccc1,,,,,0.17,,,,,
N[C@H]1[C@H](O)[C@@H](CO)O[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C[NH3+])CC[C@H]3[NH3+])[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CC[NH3+])[C@@H]1O,,,,,0.21,,,,,
N[NH+]=c1[nH]ncc2ccccc12,,,,,1.5,,,,,
Nc1[nH]c(=O)ncc1F,,,,,0.68,,,4.2,,
Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1,,,,,0.11,,,,,
Nc1cc(OCC2CC2)c(C(=O)NC2C[NH+]3CCC2CC3)cc1Cl,,,,,3.9,,,,,
Nc1ccc(O)c(C(=O)[O-])c1,,,,,0.33,,,,,
Nc1cccc(N)c1N,,,,,5.1,,,,,
Nc1ccn(C2COC(CO)O2)c(=O)n1,,,,,1.0,,,,,
Nc1ccn(C2COC(CO)S2)c(=O)n1,,,,,1.01,,,,,
Nc1ccn(C2CSC(CO)O2)c(=O)n1,,,,,1.3,,,,,
Nc1ccn(CC(CO)OCP(=O)([O-])[O-])c(=O)n1,,,,,0.49,,,,,
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],,,,,0.56,,,,,
Nc1nc(/C(=N\O)C(=O)NC2C(=O)N3C(C(=O)[O-])=C(/C=C4\CCN(C5CC[NH2+]C5)C4=O)CSC23)ns1,,,,,0.27,,,,,
Nc1nc(/C(=N\O)C(=O)NC2C(=O)N3C(C(=O)[O-])=C(/C=C4\CCN(CC(F)(F)F)C4=O)CSC23)cs1,,,,,0.11,,,,,
Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1,,,,,0.15,,,,,
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,,,,,0.26,,,,,
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,,,,,1.1,,,,,
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,,,,,7.7,,,,,
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,,,,,1.75,,,,,
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,,,,,2.2,,,,,
Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,,,,,0.84,,,,,
Nc1nc(N[NH+]=CC2CCCCC2)nc2c1ncn2C1OC(CO)C(O)C1O,,,,,0.4,,,,,
Nc1nc2[nH]cnc2c(=S)[nH]1,,,,,2.89,,,,,
Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[nH]1,,,,,1.2,,,,,
Nc1nc2ccc(OC(F)(F)F)cc2s1,,,,,3.5,,97.13,,,
Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,,,,,4.6,,,,,
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,,,,,0.47,,,,,
O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1,,,,,0.17,,,,,
O=C(/C=C/c1c(C(=O)[O-])[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,,,,,0.12,,,,,
O=C(/C=C/c1ccc(C[NH+](CCO)CCc2c[nH]c3ccccc23)cc1)NO,,,,,2.17,,,,,
O=C(/C=C/c1ccccc1)NCCO,,,,,0.11,,,,,
O=C(CCC[NH+]1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,,,,,1.41,,,,,
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12,,,,,0.46,,,,,
O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)C(F)(F)F,,,,,0.69,,,,,
O=C(NC1CCC(c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,,,,,0.86,,,,,
O=C(NC1CC[NH+](CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,,,,,16.3,,,,,
O=C(NC1CC[NH+](CCc2c[nH]c3ccccc23)CC1)c1ccccc1,,,,,4.9,,,,,
O=C(NCC1CCCC[NH2+]1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,,,,,6.1,,,,,
O=C(NCCN1CCN=C1c1ccncc1)Nc1ccc(C(=O)O)cc1,,,,,0.35,,,,,
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,,,,,1.1,,,1.5,,
O=C(NCC[NH2+]CC(O)COc1ccc(O)cc1)N1CCOCC1,,,,,0.64,,,,,
O=C(O)CCSC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]4[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]5[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]6[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]7[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]8[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]9[C@@H](CSCCC(=O)O)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,,,,,0.18,,,,,
O=C(OC1CC2CC3CC(C1)[NH+]2CC3=O)c1c[nH]c2ccccc12,,,,,2.0,,,,,
O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,,,,,4.3,,,,,
O=C(OC1C[NH+]2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,,,,,8.2,,,,,
O=C([O-])C(CCc1ccccc1)[NH2+]C1CCCN2CCCC(C(=O)[O-])N2C1=O,,,,,3.7,,,,,
O=C([O-])C(Cl)Cl,,,,,0.19,,,,,
O=C([O-])C1/C(=C/CO)OC2CC(=O)N21,,,,,0.22,,,,,
O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12,,,,,0.14,,,,,
O=C([O-])C1CC(C2CCCCC2)CN1C(=O)CP(=O)([O-])CCCCc1ccccc1,,,,,0.13,,,,,
O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,,,,,0.2,,,,,
O=C([O-])CC(NC(=O)CP(=O)([O-])O)C(=O)[O-],,,,,0.33,,,,,
O=C([O-])CCCCO/N=C(\c1cccnc1)c1cccc(C(F)(F)F)c1,,,,,0.43,,,,,
O=C([O-])CCCC[NH+](CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(C(=O)[O-])cc1,,,,,0.24,,,,,
O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,,,,,0.26,,,,,
O=C([O-])CCNC(=O)c1ccccc1,,,,,0.28,,,,,
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,,,,,0.22,,,,,
O=C([O-])Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,,,,,0.19,,,,,
O=C([O-])c1cc(N=Nc2ccc(O)c(C(=O)[O-])c2)ccc1O,,,,,0.07,,,,,
O=C([O-])c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,,,,,0.11,,,,,
O=C([O-])c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,,,,,0.2,,,,,
O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,,,,,2.1,,,,,
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)(C2CCCC[NH2+]2)C1,,,,,15.4,,,,,
O=C(c1ccc(F)cc1)C1CC[NH+](CCn2c(=O)[nH]c3ccccc3c2=O)CC1,,,,,3.9,,,,,
O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,,,,,7.5,,,,,
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],,,,,0.11,,,,,
O=C1C(C2OC(CO)C(O)C(O)C2O)=C([O-])/C(=C([O-])/C=C/c2ccc(O)cc2)C(=O)C1(O)C1OC(CO)C(O)C(O)C1O,,,,,0.2,,,,,
O=C1C([O-])=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,,,,,0.6,,,,,
O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,,,,,0.8,,,,,
O=C1CCC(C(=O)N2CSCC2C(=O)[O-])N1,,,,,0.31,,,,,
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,,,,,7.6,,,,,
O=C1CCCC2C3CCC[N+]4([O-])CCCC(CN12)C34,,,,,0.61,,,,,
O=C1CCc2ccc(OCCCC[NH+]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,,,,,4.9,,,,,
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1,,,,,0.57,,,,,
O=C1CN(/N=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1,,,,,0.37,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,,,,,0.45,,,,,
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,,,,,1.7,,,,,
O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,,,,,2.2,,,200.0,,
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,,,,,0.85,,,21.0,,
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,,,,,1.0,,99.9,3.1,,
O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,,,,,1.2,,,,,
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-],,,,,0.06,,,,,
O=C1NCC2(CC[NH+](CCc3ccccc3)CC2)O1,,,,,3.0,,,,,
O=C1OC(C(O)CO)C([O-])=C1O,,,,,0.35,,,,,
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[NH2+]CCO)ccc(NCC[NH2+]CCO)c21,,,,,12.0,,,,,
O=C1c2cccc3c2C(CCC3)CN1C1C[NH+]2CCC1CC2,,,,,6.3,,,,,
O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O,,,,,12.0,,,,,
O=C1c2ccccc2OCN1CCO[N+](=O)[O-],,,,,0.68,,,,,
O=C1c2ccccc2S(=O)(=O)N1CCCC[NH2+]CC1CCc2ccccc2O1,,,,,0.21,,,,,
O=CC(O)C(O)C(O)CO,,,,,0.23,,,,,
O=P(NCCCl)(NCCCl)OC1OC(CO)C(O)C(O)C1O,,,,,0.24,,,,,
O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)([O-])O,,,,,6.3,,,,,
O=P([O-])([O-])C(Cl)(Cl)P(=O)([O-])O,,,,,0.88,,,,,
O=P([O-])([O-])C(O)(Cn1ccnc1)P(=O)([O-])O,,,,,0.6,,,,,
O=P([O-])([O-])C(Sc1ccc(Cl)cc1)P(=O)([O-])O,,,,,0.23,,,,,
O=P([O-])([O-])OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,,,,,0.15,,,,,
O=S(=O)(O)c1cc(O)ccc1O,,,,,0.12,,,,,
O=S(=O)([O-])CCS,,,,,0.65,,,,,
O=[N+]([O-])OC1COC2C(O)COC12,,,,,0.78,,,,,
O=[N+]([O-])OC[C@H](O)CO,,,,,0.76,,,,,
O=c1[c-](CC[S@](=O)c2ccccc2)c(=O)n(-c2ccccc2)n1-c1ccccc1,,,,,0.12,,,,,
O=c1[nH]c2ccccc2n1CCC[NH+]1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,,,,,3.4,,,,,
O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,,,,,0.77,,,,,
O=c1c([O-])c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12,,,,,0.12,,,,,
OC(CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,,,,,0.74,,,,,
OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,,,,,12.0,,,,,
OC(C[NH2+]CC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,,,,,11.0,,,,,
OCC1OC(n2cnc3c2NC=NCC3O)CC1O,,,,,0.59,,,,,
OCCN1CC(O)C(O)C(O)C1CO,,,,,0.28,,,,,
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,,,,2.9,,,,,
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,,,,,18.0,,,,,
Oc1ccc(C2C[NH2+]CCc3c2cc(O)c(O)c3Cl)cc1,,,,,0.5,,,,,
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)[NH+](CC1CCC1)CC3,,,,,12.0,,,,,
[NH3+]C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3c[n-]nn3)CSC12)c1ccc(O)cc1,,,,,0.22,,,,,
[NH3+]C(C(=O)[O-])C1CC(Cl)=NO1,,,,,0.5,,,,,
[NH3+]C(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,,,,,2.8,,,,,
[NH3+]C(CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)[O-])C(=O)[O-],,,,,0.21,,,,,
[NH3+]C(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)[O-],,,,,0.48,,,,,
[NH3+]C1(C(=O)[O-])CC1,,,,,0.73,,,,,
[NH3+]C1(C(=O)[O-])CS(=O)(=O)C2C(C(=O)[O-])C21,,,,,0.21,,,,,
[NH3+]C1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)CC12,,,,,1.3,,,,,
[NH3+]C1CCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2Cl)C1,,,,,1.9,,,,,
[NH3+]C1CN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4F)c3c2Cl)CC12CC2,,,,,1.5,,,,,
[NH3+]CC(CC(=O)[O-])c1ccc(Cl)cc1,,,,,0.65,,,,,
[NH3+]CC1(CC(=O)[O-])CCCCC1,,,,,0.71,,,,,
[NH3+]CC1CCC(C(=O)[O-])CC1,,,,,0.38,,,,,
[NH3+]CC1OB(O)c2c(OCCCO)cccc21,,,,,2.37,,,,,
[NH3+]CCC(O)(P(=O)([O-])[O-])P(=O)([O-])O,,,,,1.8,,,,,
[NH3+]CCCC(O)(P(=O)([O-])[O-])P(=O)([O-])O,,,,,0.33,,,,,
[NH3+]CCCCC(NC(=O)C(Cc1cc(Br)c([O-])c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2cc[nH+]cc2)CC1,,,,,0.31,,,,,
[NH3+]CCCCC(NC(CCc1ccccc1)C(=O)[O-])C(=O)N1CCCC1C(=O)[O-],,,,,0.89,,,,,
[NH3+]CCCCC(NC1CCc2ccccc2N(CC(=O)[O-])C1=O)C(=O)[O-],,,,,1.98,,,,,
[NH3+]CCCCCC(=O)[O-],,,,,0.39,,,,,
[NH3+]CCC[NH2+]CCSP(=O)([O-])[O-],,,,,0.09,,,,,
[NH3+]CCNc1ccc(NCC[NH3+])c2c1C(=O)c1ccncc1C2=O,,,,,10.1,,,,,
[NH3+]CCc1ccc(O)c(O)c1,,,,,0.74,,,,,
[NH3+]Cc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3CC(=O)[O-])CSC12,,,,,0.17,,,,,
[NH3+][NH+]=c1cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,,,,,2.2,,,,,
c1cc2c(c(N3CC[NH2+]CC3)c1)OCCO2,,,,,3.6,,,,,
c1ccc(C2([NH+]3CCCCC3)CCCCC2)cc1,,,,,6.9,,,,,
c1ccc(C2(c3ccccc3)CC2C2=[NH+]CCN2)cc1,,,,,4.1,,,,,
B(C1=CC=C(C=C1)C[C@@H](C(=O)O)N)(O)O,,,,,,0.05,,,,
C(=C(Cl)Cl)(Cl)Cl,,,,,,0.37,,,,
C(=C(Cl)Cl)Cl,,,,,,0.3,,,,
C(=C/Cl)\Cl,,,,,,0.04,,,,
C(=C/F)\O/C=C/F,,,,,,0.13,,,,
C(=CF)OC=CF,,,,,,0.13,,,,
C(=C\Cl)\Cl,,,,,,-0.13,,,,
C(C(C(C(C(CO)O)O)O)O)O,,,,,,-1.6,,,,
C(C(Cl)(Cl)Cl)Cl,,,,,,0.33,,,,
C(C(Cl)Cl)Cl,,,,,,-0.1,,,,
C(C(F)(F)F)(F)Br,,,,,,0.27,,,,
C(C(F)(F)F)(OC(F)F)Cl,,,,,,0.42,,,,
C(C(F)(F)F)(OC(F)F)F,,,,,,0.11,,,,
C(C(F)Br)C(F)(F)F,,,,,,0.27,,,,
C(C(OC(F)F)(F)F)(F)Cl,,,,,,0.24,,,,
C(CCl)Cl,,,,,,-0.14,,,,
C(CN)CS(=O)(=O)O,,,,,,-0.4,,,,
C(CSC(=N)N)F,,,,,,-0.27,,,,
C(Cl)(Cl)Cl,,,,,,0.3,,,,
C(Cl)Cl,,,,,,-0.3,,,,
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,,,,,,-1.7,,,,
C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,,,,,,-1.6,,,,
